ring_id,vertex_id,x,y
0,0,0,0
0,1,500,0
0,2,1000,0
0,3,1000,500
0,4,1000,1000
0,5,996,1000.14776
0,6,992,1000.282321
0,7,988,1000.391663
0,8,984,1000.46602
0,9,980,1000.498747
0,10,976,1000.486924
0,11,972,1000.431605
0,12,968,1000.337732
0,13,964,1000.21369
0,14,960,1000.07056
0,15,956,999.921127
0,16,952,999.77874
0,17,948,999.656117
0,18,944,999.564212
0,19,940,999.511235
0,20,936,999.501918
0,21,932,999.537093
0,22,928,999.613618
0,23,924,999.724657
0,24,920,999.860292
0,25,916,1000.008407
0,26,912,1000.155771
0,27,908,1000.28922
0,28,904,1000.396834
0,29,900,1000.469
0,30,896,1000.499272
0,31,892,1000.484945
0,32,888,1000.427299
0,33,884,1000.331485
0,34,880,1000.206059
0,35,876,1000.062227
0,36,872,999.912837
0,37,868,999.771232
0,38,864,999.650063
0,39,860,999.560152
0,40,856,999.509532
0,41,852,999.502724
0,42,848,999.540336
0,43,844,999.619008
0,44,840,999.731714
0,45,836,999.868384
0,46,832,1000.016812
0,47,828,1000.163737
0,48,824,1000.296037
0,49,820,1000.401892
0,50,816,1000.471848
0,51,812,1000.499655
0,52,808,1000.482829
0,53,804,1000.422873
0,54,800,1000.325144
0,55,796,1000.19837
0,56,792,1000.053877
0,57,788,999.904571
0,58,784,999.763789
0,59,780,999.644107
0,60,776,999.556216
0,61,772,999.507967
0,62,768,999.50367
0,63,764,999.543709
0,64,760,999.624506
0,65,756,999.738846
0,66,752,999.876513
0,67,748,1000.025211
0,68,744,1000.171657
0,69,740,1000.30277
0,70,736,1000.406837
0,71,732,1000.474562
0,72,728,1000.499896
0,73,724,1000.480576
0,74,720,1000.418328
0,75,716,1000.318711
0,76,712,1000.190625
0,77,708,1000.045511
0,78,704,999.896332
0,79,700,999.756413
0,80,696,999.638253
0,81,692,999.552406
0,82,688,999.506542
0,83,684,999.504757
0,84,680,999.547211
0,85,676,999.630111
0,86,672,999.746052
0,87,668,999.884677
0,88,664,1000.033604
0,89,660,1000.179529
0,90,656,1000.309418
0,91,652,1000.411667
0,92,648,1000.477143
0,93,644,1000.499997
0,94,640,1000.478188
0,95,636,1000.413664
0,96,632,1000.312189
0,97,628,1000.182826
0,98,624,1000.037133
0,99,620,999.888122
0,100,616,999.749105
0,101,612,999.6325
0,102,608,999.548723
0,103,604,999.505256
0,104,600,999.505984
0,105,596,999.550841
0,106,592,999.63582
0,107,588,999.75333
0,108,584,999.892874
0,109,580,1000.041987
0,110,576,1000.18735
0,111,572,1000.315978
0,112,568,1000.41638
0,113,564,1000.479588
0,114,560,1000.499956
0,115,556,1000.475664
0,116,552,1000.408883
0,117,548,1000.305578
0,118,544,1000.174976
0,119,540,1000.028744
0,120,536,999.879944
0,121,532,999.741869
0,122,528,999.626852
0,123,524,999.545167
0,124,520,999.504111
0,125,516,999.507351
0,126,512,999.554598
0,127,508,999.641631
0,128,504,999.760677
0,129,500,999.901101
0,130,496,1000.050359
0,131,492,1000.195118
0,132,488,1000.322448
0,133,484,1000.420975
0,134,480,1000.481898
0,135,476,1000.499774
0,136,472,1000.473006
0,137,468,1000.403987
0,138,464,1000.29888
0,139,460,1000.167076
0,140,456,1000.020347
0,141,452,999.8718
0,142,448,999.734705
0,143,444,999.621309
0,144,440,999.541739
0,145,436,999.503105
0,146,432,999.508857
0,147,428,999.558481
0,148,424,999.647545
0,149,420,999.768092
0,150,416,999.909355
0,151,412,1000.058716
0,152,408,1000.202831
0,153,404,1000.328828
0,154,400,1000.425452
0,155,396,1000.484071
0,156,392,1000.49945
0,157,388,1000.470214
0,158,384,1000.398976
0,159,380,1000.292098
0,160,376,1000.159128
0,161,372,1000.011944
0,162,368,999.863692
0,163,364,999.727617
0,164,360,999.615873
0,165,356,999.538441
0,166,352,999.50224
0,167,348,999.510501
0,168,344,999.562489
0,169,340,999.653558
0,170,336,999.775573
0,171,332,999.917636
0,172,328,1000.067056
0,173,324,1000.210486
0,174,320,1000.335115
0,175,316,1000.429808
0,176,312,1000.486108
0,177,308,1000.498985
0,178,304,1000.46729
0,179,300,1000.393853
0,180,296,1000.285234
0,181,292,1000.151136
0,182,288,1000.003538
0,183,284,999.855623
0,184,280,999.720605
0,185,276,999.610545
0,186,272,999.535274
0,187,268,999.501515
0,188,264,999.512285
0,189,260,999.56662
0,190,256,999.659668
0,191,252,999.783117
0,192,248,999.92594
0,193,244,1000.075378
0,194,240,1000.218082
0,195,236,1000.341306
0,196,232,1000.434043
0,197,228,1000.488007
0,198,224,1000.498379
0,199,220,1000.464233
0,200,216,1000.388618
0,201,212,1000.278289
0,202,208,1000.143101
0,203,204,999.99513
0,204,200,999.847595
0,205,196,999.713673
0,206,192,999.605328
0,207,188,999.532238
0,208,184,999.500932
0,209,180,999.514206
0,210,176,999.570874
0,211,172,999.665875
0,212,168,999.790723
0,213,164,999.934264
0,214,160,1000.083678
0,215,156,1000.225617
0,216,152,1000.347402
0,217,148,1000.438155
0,218,144,1000.489768
0,219,140,1000.497633
0,220,136,1000.461045
0,221,132,1000.383273
0,222,128,1000.271265
0,223,124,1000.135025
0,224,120,999.986724
0,225,116,999.839609
0,226,112,999.706821
0,227,108,999.600222
0,228,104,999.529334
0,229,100,999.500489
0,230,96,999.516264
0,231,92,999.57525
0,232,88,999.672177
0,233,84,999.798387
0,234,80,999.942608
0,235,76,1000.091954
0,236,72,1000.233087
0,237,68,1000.353399
0,238,64,1000.442143
0,239,60,1000.491391
0,240,56,1000.496745
0,241,52,1000.457726
0,242,48,1000.37782
0,243,44,1000.264164
0,244,40,1000.126912
0,245,36,999.978322
0,246,32,999.831669
0,247,28,999.700053
0,248,24,999.59523
0,249,20,999.526564
