ring_id,vertex_id,x,y
0,0,0,0
0,1,5000,0
0,2,5000,5000
0,3,0,5000
1,0,1010.110029,656.556638
1,1,833.333333,583.333333
1,2,656.556638,656.556638
1,3,583.333333,833.333333
1,4,656.556638,1010.110029
1,5,833.333333,1083.333333
1,6,1010.110029,1010.110029
1,7,1083.333333,833.333333
2,0,1843.443362,656.556638
2,1,1666.666667,583.333333
2,2,1489.889971,656.556638
2,3,1416.666667,833.333333
2,4,1489.889971,1010.110029
2,5,1666.666667,1083.333333
2,6,1843.443362,1010.110029
2,7,1916.666667,833.333333
3,0,2676.776695,656.556638
3,1,2500.0,583.333333
3,2,2323.223305,656.556638
3,3,2250.0,833.333333
3,4,2323.223305,1010.110029
3,5,2500.0,1083.333333
3,6,2676.776695,1010.110029
3,7,2750.0,833.333333
4,0,3510.110029,656.556638
4,1,3333.333333,583.333333
4,2,3156.556638,656.556638
4,3,3083.333333,833.333333
4,4,3156.556638,1010.110029
4,5,3333.333333,1083.333333
4,6,3510.110029,1010.110029
4,7,3583.333333,833.333333
5,0,4343.443362,656.556638
5,1,4166.666667,583.333333
5,2,3989.889971,656.556638
5,3,3916.666667,833.333333
5,4,3989.889971,1010.110029
5,5,4166.666667,1083.333333
5,6,4343.443362,1010.110029
5,7,4416.666667,833.333333
6,0,1010.110029,1489.889971
6,1,833.333333,1416.666667
6,2,656.556638,1489.889971
6,3,583.333333,1666.666667
6,4,656.556638,1843.443362
6,5,833.333333,1916.666667
6,6,1010.110029,1843.443362
6,7,1083.333333,1666.666667
7,0,1843.443362,1489.889971
7,1,1666.666667,1416.666667
7,2,1489.889971,1489.889971
7,3,1416.666667,1666.666667
7,4,1489.889971,1843.443362
7,5,1666.666667,1916.666667
7,6,1843.443362,1843.443362
7,7,1916.666667,1666.666667
8,0,2676.776695,1489.889971
8,1,2500.0,1416.666667
8,2,2323.223305,1489.889971
8,3,2250.0,1666.666667
8,4,2323.223305,1843.443362
8,5,2500.0,1916.666667
8,6,2676.776695,1843.443362
8,7,2750.0,1666.666667
9,0,3510.110029,1489.889971
9,1,3333.333333,1416.666667
9,2,3156.556638,1489.889971
9,3,3083.333333,1666.666667
9,4,3156.556638,1843.443362
9,5,3333.333333,1916.666667
9,6,3510.110029,1843.443362
9,7,3583.333333,1666.666667
10,0,4343.443362,1489.889971
10,1,4166.666667,1416.666667
10,2,3989.889971,1489.889971
10,3,3916.666667,1666.666667
10,4,3989.889971,1843.443362
10,5,4166.666667,1916.666667
10,6,4343.443362,1843.443362
10,7,4416.666667,1666.666667
11,0,1010.110029,2323.223305
11,1,833.333333,2250.0
11,2,656.556638,2323.223305
11,3,583.333333,2500.0
11,4,656.556638,2676.776695
11,5,833.333333,2750.0
11,6,1010.110029,2676.776695
11,7,1083.333333,2500.0
12,0,1843.443362,2323.223305
12,1,1666.666667,2250.0
12,2,1489.889971,2323.223305
12,3,1416.666667,2500.0
12,4,1489.889971,2676.776695
12,5,1666.666667,2750.0
12,6,1843.443362,2676.776695
12,7,1916.666667,2500.0
13,0,2676.776695,2323.223305
13,1,2500.0,2250.0
13,2,2323.223305,2323.223305
13,3,2250.0,2500.0
13,4,2323.223305,2676.776695
13,5,2500.0,2750.0
13,6,2676.776695,2676.776695
13,7,2750.0,2500.0
14,0,3510.110029,2323.223305
14,1,3333.333333,2250.0
14,2,3156.556638,2323.223305
14,3,3083.333333,2500.0
14,4,3156.556638,2676.776695
14,5,3333.333333,2750.0
14,6,3510.110029,2676.776695
14,7,3583.333333,2500.0
15,0,4343.443362,2323.223305
15,1,4166.666667,2250.0
15,2,3989.889971,2323.223305
15,3,3916.666667,2500.0
15,4,3989.889971,2676.776695
15,5,4166.666667,2750.0
15,6,4343.443362,2676.776695
15,7,4416.666667,2500.0
16,0,1010.110029,3156.556638
16,1,833.333333,3083.333333
16,2,656.556638,3156.556638
16,3,583.333333,3333.333333
16,4,656.556638,3510.110029
16,5,833.333333,3583.333333
16,6,1010.110029,3510.110029
16,7,1083.333333,3333.333333
17,0,1843.443362,3156.556638
17,1,1666.666667,3083.333333
17,2,1489.889971,3156.556638
17,3,1416.666667,3333.333333
17,4,1489.889971,3510.110029
17,5,1666.666667,3583.333333
17,6,1843.443362,3510.110029
17,7,1916.666667,3333.333333
18,0,2676.776695,3156.556638
18,1,2500.0,3083.333333
18,2,2323.223305,3156.556638
18,3,2250.0,3333.333333
18,4,2323.223305,3510.110029
18,5,2500.0,3583.333333
18,6,2676.776695,3510.110029
18,7,2750.0,3333.333333
19,0,3510.110029,3156.556638
19,1,3333.333333,3083.333333
19,2,3156.556638,3156.556638
19,3,3083.333333,3333.333333
19,4,3156.556638,3510.110029
19,5,3333.333333,3583.333333
19,6,3510.110029,3510.110029
19,7,3583.333333,3333.333333
20,0,4343.443362,3156.556638
20,1,4166.666667,3083.333333
20,2,3989.889971,3156.556638
20,3,3916.666667,3333.333333
20,4,3989.889971,3510.110029
20,5,4166.666667,3583.333333
20,6,4343.443362,3510.110029
20,7,4416.666667,3333.333333
