ring_id,vertex_id,x,y
0,0,0,0
0,1,5000,0
0,2,5000,5000
0,3,0,5000
1,0,1212.132034,787.867966
1,1,1000.0,700.0
1,2,787.867966,787.867966
1,3,700.0,1000.0
1,4,787.867966,1212.132034
1,5,1000.0,1300.0
1,6,1212.132034,1212.132034
1,7,1300.0,1000.0
2,0,2212.132034,787.867966
2,1,2000.0,700.0
2,2,1787.867966,787.867966
2,3,1700.0,1000.0
2,4,1787.867966,1212.132034
2,5,2000.0,1300.0
2,6,2212.132034,1212.132034
2,7,2300.0,1000.0
3,0,3212.132034,787.867966
3,1,3000.0,700.0
3,2,2787.867966,787.867966
3,3,2700.0,1000.0
3,4,2787.867966,1212.132034
3,5,3000.0,1300.0
3,6,3212.132034,1212.132034
3,7,3300.0,1000.0
4,0,4212.132034,787.867966
4,1,4000.0,700.0
4,2,3787.867966,787.867966
4,3,3700.0,1000.0
4,4,3787.867966,1212.132034
4,5,4000.0,1300.0
4,6,4212.132034,1212.132034
4,7,4300.0,1000.0
5,0,1212.132034,1787.867966
5,1,1000.0,1700.0
5,2,787.867966,1787.867966
5,3,700.0,2000.0
5,4,787.867966,2212.132034
5,5,1000.0,2300.0
5,6,1212.132034,2212.132034
5,7,1300.0,2000.0
6,0,2212.132034,1787.867966
6,1,2000.0,1700.0
6,2,1787.867966,1787.867966
6,3,1700.0,2000.0
6,4,1787.867966,2212.132034
6,5,2000.0,2300.0
6,6,2212.132034,2212.132034
6,7,2300.0,2000.0
7,0,3212.132034,1787.867966
7,1,3000.0,1700.0
7,2,2787.867966,1787.867966
7,3,2700.0,2000.0
7,4,2787.867966,2212.132034
7,5,3000.0,2300.0
7,6,3212.132034,2212.132034
7,7,3300.0,2000.0
8,0,4212.132034,1787.867966
8,1,4000.0,1700.0
8,2,3787.867966,1787.867966
8,3,3700.0,2000.0
8,4,3787.867966,2212.132034
8,5,4000.0,2300.0
8,6,4212.132034,2212.132034
8,7,4300.0,2000.0
9,0,1212.132034,2787.867966
9,1,1000.0,2700.0
9,2,787.867966,2787.867966
9,3,700.0,3000.0
9,4,787.867966,3212.132034
9,5,1000.0,3300.0
9,6,1212.132034,3212.132034
9,7,1300.0,3000.0
10,0,2212.132034,2787.867966
10,1,2000.0,2700.0
10,2,1787.867966,2787.867966
10,3,1700.0,3000.0
10,4,1787.867966,3212.132034
10,5,2000.0,3300.0
10,6,2212.132034,3212.132034
10,7,2300.0,3000.0
