ring_id,vertex_id,x,y
0,0,4917.742163,0.0
0,1,4966.700509,156.084852
0,2,4903.711144,308.515355
0,3,4930.285227,466.04917
0,4,4999.227744,631.549334
0,5,4995.246081,791.169255
0,6,4835.573725,922.435022
0,7,4812.444142,1075.708713
0,8,4836.800062,1241.87918
0,9,4857.771028,1411.312948
0,10,4738.977774,1539.787219
0,11,4738.582372,1705.994628
0,12,4571.258175,1809.889147
0,13,4506.266996,1950.035862
0,14,4434.310895,2086.628319
0,15,4420.98024,2252.601944
0,16,4408.404661,2423.540971
0,17,4384.663448,2593.082734
0,18,4170.195466,2646.486517
0,19,4088.879671,2778.799755
0,20,4013.558501,2916.020939
0,21,3928.077829,3046.92949
0,22,3782.011139,3128.751714
0,23,3748.025355,3304.328838
0,24,3574.256017,3356.449812
0,25,3580.222652,3580.222652
0,26,3483.460464,3709.508624
0,27,3301.862867,3745.22826
0,28,3218.930375,3891.018414
0,29,3113.028108,4013.291655
0,30,2906.873409,4000.968005
0,31,2792.725402,4109.370638
0,32,2639.12509,4158.595713
0,33,2572.875746,4350.495297
0,34,2406.695401,4377.762682
0,35,2255.494393,4426.656992
0,36,2140.943061,4549.735596
0,37,1956.671654,4521.601409
0,38,1822.989622,4604.346198
0,39,1721.367038,4781.280882
0,40,1547.631035,4763.118558
0,41,1373.724664,4728.391309
0,42,1260.047296,4907.560202
0,43,1093.184607,4890.626798
0,44,926.763539,4858.264608
0,45,785.053697,4956.63397
0,46,629.03931,4979.358864
0,47,476.206063,5037.733939
0,48,312.46012,4966.411394
0,49,155.142609,4936.717868
0,50,-0.0,4967.200958
0,51,-155.828459,4958.541981
0,52,-317.451263,5045.743336
0,53,-467.758551,4948.368595
0,54,-625.479092,4951.176834
0,55,-789.852906,4986.934982
0,56,-949.573255,4977.837326
0,57,-1107.662778,4955.39841
0,58,-1258.536208,4901.674903
0,59,-1408.630812,4848.539057
0,60,-1557.698775,4794.103874
0,61,-1687.835582,4688.143682
0,62,-1858.953448,4695.180454
0,63,-2004.996771,4633.274164
0,64,-2145.011189,4558.380809
0,65,-2311.429479,4536.435779
0,66,-2412.235546,4387.84017
0,67,-2514.390801,4251.602655
0,68,-2722.77482,4290.406596
0,69,-2811.656873,4137.227452
0,70,-2932.457622,4036.181654
0,71,-3049.156872,3930.949353
0,72,-3233.339278,3908.435785
0,73,-3266.378662,3704.97933
0,74,-3381.199721,3600.611993
0,75,-3548.201973,3548.201973
0,76,-3662.2796,3439.109458
0,77,-3775.904072,3328.907233
0,78,-3785.649659,3131.76176
0,79,-3900.477622,3025.520575
0,80,-3973.42715,2886.863806
0,81,-4213.529584,2863.511748
0,82,-4142.105284,2628.659946
0,83,-4321.459466,2555.704004
0,84,-4313.118587,2371.157008
0,85,-4373.208653,2228.261105
0,86,-4576.492276,2153.533798
0,87,-4586.299179,1984.66888
0,88,-4727.033577,1871.564992
0,89,-4739.375435,1706.280148
0,90,-4751.282471,1543.785257
0,91,-4874.953967,1416.305053
0,92,-4834.769122,1241.357723
0,93,-4926.02627,1101.097327
0,94,-4969.410524,947.965756
0,95,-5036.230121,797.660489
0,96,-4900.42955,619.068219
0,97,-5075.224299,479.749946
0,98,-5004.502069,314.856582
0,99,-4932.583346,155.012677
0,100,-4919.851512,-0.0
0,101,-4904.376782,-154.12625
0,102,-4980.739592,-313.361574
0,103,-5063.560429,-478.647385
0,104,-4972.404675,-628.160792
0,105,-4968.668289,-786.959746
0,106,-4864.803027,-928.010809
0,107,-4926.67819,-1101.243048
0,108,-4769.531118,-1224.60745
0,109,-4780.189279,-1388.773366
0,110,-4845.270732,-1574.323894
0,111,-4789.209066,-1724.22136
0,112,-4624.33706,-1830.904564
0,113,-4552.503531,-1970.044197
0,114,-4439.689271,-2089.15919
0,115,-4485.934476,-2285.69778
0,116,-4298.93997,-2363.362248
0,117,-4250.939642,-2513.998696
0,118,-4237.687152,-2689.318044
0,119,-4155.430093,-2824.027375
0,120,-4044.205022,-2938.28694
0,121,-3911.670162,-3034.202399
0,122,-3845.907803,-3181.611633
0,123,-3729.680901,-3288.156026
0,124,-3688.028541,-3463.289323
0,125,-3528.998896,-3528.998896
0,126,-3468.62741,-3693.713026
0,127,-3314.24915,-3759.277741
0,128,-3235.959399,-3911.602967
0,129,-3114.408572,-4015.071337
0,130,-2889.094326,-3976.497197
0,131,-2760.142369,-4061.426161
0,132,-2724.681944,-4293.411742
0,133,-2527.766704,-4274.220071
0,134,-2427.890106,-4416.315708
0,135,-2284.023917,-4482.649334
0,136,-2131.084573,-4528.785244
0,137,-1946.920433,-4499.067665
0,138,-1822.898318,-4604.11559
0,139,-1704.040167,-4733.153647
0,140,-1554.094826,-4783.012061
0,141,-1408.312384,-4847.443019
0,142,-1223.728886,-4766.109335
0,143,-1091.28589,-4882.132426
0,144,-930.452193,-4877.601208
0,145,-797.304532,-5033.982698
0,146,-632.484771,-5006.632494
0,147,-467.896,-4949.822653
0,148,-320.182969,-5089.162559
0,149,-155.241312,-4939.858657
0,150,-0.0,-5099.560713
0,151,159.544159,-5076.777472
0,152,315.155792,-5009.257862
0,153,477.849886,-5055.123768
0,154,622.517586,-4927.734101
0,155,774.382411,-4889.258123
0,156,939.966688,-4927.477937
0,157,1111.725641,-4973.574614
0,158,1246.019213,-4852.924428
0,159,1385.354351,-4768.420954
0,160,1548.274791,-4765.099834
0,161,1684.109289,-4677.793503
0,162,1842.0378,-4652.456405
0,163,2022.828602,-4674.481095
0,164,2086.6692,-4434.397772
0,165,2228.164828,-4373.019699
0,166,2454.786949,-4465.240884
0,167,2508.888064,-4242.298036
0,168,2632.373113,-4147.956299
0,169,2757.359555,-4057.331375
0,170,2955.605792,-4068.042376
0,171,3095.857566,-3991.155525
0,172,3150.691897,-3808.532263
0,173,3364.650577,-3816.446938
0,174,3446.175184,-3669.803833
0,175,3566.663531,-3566.663531
0,176,3635.63329,-3414.086908
0,177,3761.51619,-3316.222608
0,178,3928.808622,-3250.193154
0,179,3937.634967,-3054.342766
0,180,3979.184805,-2891.046987
0,181,4181.153497,-2841.508982
0,182,4192.333187,-2660.535542
0,183,4318.59764,-2554.011525
0,184,4344.853732,-2388.603552
0,185,4484.601169,-2285.018426
0,186,4543.655786,-2138.082119
0,187,4596.675695,-1989.159199
0,188,4632.837388,-1834.270082
0,189,4782.502256,-1721.806759
0,190,4806.556829,-1561.744985
0,191,4879.075961,-1417.502603
0,192,4929.279473,-1265.623857
0,193,4958.485535,-1108.352832
0,194,4890.974129,-933.003214
0,195,4893.655314,-775.078858
0,196,4882.99491,-616.865712
0,197,4985.948024,-471.310853
0,198,4949.379991,-311.388595
