ring_id,vertex_id,x,y
0,0,1027.64164,0.0
0,1,999.831864,6.282212
0,2,994.920809,12.503202
0,3,995.498372,18.766925
0,4,975.896635,24.532123
0,5,1040.658221,32.704002
0,6,972.836793,36.692467
0,7,1010.051224,44.453041
0,8,1019.683636,51.298101
0,9,1019.220464,57.697073
0,10,954.848302,60.073963
0,11,953.649821,66.016696
0,12,1008.847686,76.209793
0,13,961.937204,78.747595
0,14,1023.900414,90.300012
0,15,957.775907,90.536479
0,16,963.867306,97.226269
0,17,1006.120475,107.878487
0,18,969.395907,110.10595
0,19,990.673548,118.832182
0,20,988.607306,124.890146
0,21,977.865319,129.780322
0,22,1026.393008,142.788994
0,23,961.880217,139.98026
0,24,1035.029136,157.272632
0,25,1009.441356,159.879804
0,26,973.062881,160.391652
0,27,991.33921,169.808889
0,28,952.095032,169.251088
0,29,950.794206,175.189618
0,30,946.408925,180.537158
0,31,1010.176173,199.287484
0,32,972.677754,198.247133
0,33,973.387486,204.770077
0,34,1015.108021,220.216042
0,35,941.098374,210.36041
0,36,965.207515,222.126069
0,37,936.566275,221.740106
0,38,934.576931,227.479712
0,39,987.894685,247.042491
0,40,939.215585,241.149575
0,41,941.962759,248.173905
0,42,947.731538,256.072533
0,43,985.354518,272.892622
0,44,974.542908,276.502829
0,45,983.183673,285.641262
0,46,952.34081,283.18133
0,47,949.32931,288.790303
0,48,917.344219,285.369667
0,49,922.696989,293.405868
0,50,932.852045,303.102003
0,51,905.45907,300.504225
0,52,976.508521,330.909862
0,53,983.118432,340.051004
0,54,927.694999,327.42113
0,55,948.718445,341.559657
0,56,921.605877,338.354626
0,57,948.972306,355.183815
0,58,918.427119,350.345922
0,59,929.95212,361.451761
0,60,915.748055,362.570304
0,61,889.119363,358.505697
0,62,902.697958,370.59157
0,63,883.241367,369.105662
0,64,912.972595,388.286314
0,65,896.140007,387.79441
0,66,907.030214,399.291817
0,67,920.550585,412.167867
0,68,874.035804,397.952662
0,69,933.235111,432.006039
0,70,900.965466,423.962167
0,71,859.740221,411.180748
0,72,907.085375,440.848348
0,73,858.388039,423.869033
0,74,937.70408,470.386312
0,75,876.223028,446.457932
0,76,847.052598,438.32039
0,77,853.420418,448.435818
0,78,916.054304,488.716594
0,79,853.824901,462.432042
0,80,902.762592,496.297935
0,81,845.218929,471.602812
0,82,827.237056,468.409475
0,83,841.721819,483.620624
0,84,849.04288,494.948609
0,85,857.558154,507.158479
0,86,850.887353,510.456544
0,87,896.712855,545.638777
0,88,835.226247,515.443572
0,89,817.534873,511.646435
0,90,841.227269,533.859059
0,91,875.302248,563.229324
0,92,855.713236,558.258174
0,93,824.186672,545.103621
0,94,800.493001,536.693034
0,95,807.607181,548.849274
0,96,825.30829,568.492089
0,97,790.963639,552.194442
0,98,820.647041,580.620532
0,99,833.328956,597.48534
0,100,817.565576,593.996161
0,101,778.68844,573.259943
0,102,793.811987,592.120374
0,103,831.158317,628.144141
0,104,808.482737,619.026567
0,105,803.139144,622.978578
0,106,765.230732,601.312628
0,107,820.741206,653.314926
0,108,759.123535,612.098086
0,109,742.627721,606.536193
0,110,781.671059,646.654538
0,111,768.885634,644.257461
0,112,751.138448,637.462633
0,113,791.057674,679.936664
0,114,766.279305,667.056222
0,115,767.493642,676.636665
0,116,752.843834,672.174917
0,117,756.622284,684.140589
0,118,717.852962,657.330216
0,119,698.035234,647.293495
0,120,708.214976,665.05813
0,121,734.442829,698.423389
0,122,686.971605,661.549569
0,123,733.24347,715.042809
0,124,695.400388,686.716179
0,125,674.05145,674.05145
0,126,709.460097,718.431926
0,127,679.459049,696.753962
0,128,722.319015,750.076301
0,129,723.30504,760.60769
0,130,683.168692,727.500765
0,131,690.486168,744.613808
0,132,641.818012,700.912494
0,133,672.297493,743.524465
0,134,689.001249,771.689524
0,135,645.625966,732.31891
0,136,645.995171,742.085471
0,137,625.292335,727.482906
0,138,677.689469,798.538752
0,139,628.28785,749.826787
0,140,624.307246,754.657823
0,141,660.650399,808.883799
0,142,599.431706,743.414701
0,143,622.430894,781.942464
0,144,598.898293,762.158247
0,145,600.653083,774.357288
0,146,629.801612,822.555538
0,147,593.053086,784.725945
0,148,569.372638,763.31578
0,149,615.855597,836.548306
0,150,593.914921,817.453759
0,151,559.21628,779.954064
0,152,594.263873,839.930492
0,153,558.082394,799.397545
0,154,546.378714,793.205203
0,155,571.951697,841.601366
0,156,575.799671,858.821668
0,157,573.319095,866.847951
0,158,535.339904,820.583491
0,159,557.981467,867.14667
0,160,534.685047,842.528818
0,161,514.99115,822.879231
0,162,551.003532,892.847708
0,163,539.047757,885.88105
0,164,536.585079,894.441384
0,165,533.249158,901.675084
0,166,485.350532,832.578184
0,167,478.231843,832.342867
0,168,486.559874,859.291666
0,169,505.455512,905.890626
0,170,464.255667,844.477923
0,171,488.886105,902.669132
0,172,471.513182,883.80809
0,173,476.47724,906.786185
0,174,467.783256,903.989482
0,175,442.05477,867.581336
0,176,426.616515,850.450016
0,177,444.239124,899.640032
0,178,448.208488,922.22953
0,179,414.41749,866.507943
0,180,404.950525,860.563671
0,181,420.664418,908.734532
0,182,420.099685,922.677998
0,183,416.715091,930.70652
0,184,409.091426,929.29098
0,185,387.139338,894.626224
0,186,386.693309,909.226982
0,187,385.195687,921.743555
0,188,395.526803,963.435941
0,189,372.807624,924.589149
0,190,357.607435,903.213278
0,191,362.379844,932.339915
0,192,353.933354,927.831524
0,193,337.92901,902.871296
0,194,347.081993,945.377364
0,195,330.074981,916.818529
0,196,331.442787,939.089714
0,197,325.76097,941.804642
0,198,315.855978,932.084802
0,199,325.8652,981.87505
0,200,296.839101,913.576815
0,201,294.413608,925.866111
0,202,284.674585,915.10982
0,203,299.694259,985.173468
0,204,285.418404,959.864106
0,205,269.8143,928.706911
0,206,262.156198,923.977757
0,207,277.404416,1001.645603
0,208,270.168142,999.899775
0,209,265.619403,1008.17846
0,210,246.133871,958.628137
0,211,230.582331,922.072389
0,212,229.496725,942.863622
0,213,219.3862,926.624055
0,214,233.149523,1013.10788
0,215,207.394448,927.829426
0,216,208.803225,962.499494
0,217,200.766462,954.356048
0,218,197.349871,968.275436
0,219,195.485667,990.904991
0,220,185.580371,972.846373
0,221,189.771775,1029.934911
0,222,176.114325,990.70308
0,223,173.751082,1014.353617
0,224,164.453389,997.704596
0,225,150.855313,952.462961
0,226,150.895781,993.062355
0,227,146.019963,1003.382289
0,228,141.130772,1014.473408
0,229,127.002358,956.933984
0,230,129.780033,1027.314743
0,231,121.457369,1012.559065
0,232,115.820258,1019.705873
0,233,110.920008,1034.486985
0,234,102.090655,1012.091122
0,235,93.412425,988.200233
0,236,91.715331,1039.948543
0,237,79.950724,976.633968
0,238,78.212434,1035.358185
0,239,68.693116,992.312286
0,240,60.788831,966.2108
0,241,53.730526,949.151295
0,242,50.175282,997.364685
0,243,42.730838,970.919743
0,244,36.419053,965.587698
0,245,32.354632,1029.541091
0,246,25.035509,995.92151
